Region: us-phoenix-1
SERVICE            LIMIT                                                SCOPE                       MAX         USED    USED%
compute            gpu-mi300x-core-count-reservable                     ZyrR:PHX-AD-3                 0            0      N/A
compute            gpu-mi300x-count                                     ZyrR:PHX-AD-1                 0            0      N/A
compute            gpu-mi300x-count                                     ZyrR:PHX-AD-2                 0            0      N/A
compute            gpu-mi300x-count                                     ZyrR:PHX-AD-3                 0            0      N/A
compute            gpu-mi300x-reserved-count                            ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            gpu-mi300x-reserved-count                            ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            gpu-mi300x-reserved-count                            ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            gpu2-core-count-reservable                           ZyrR:PHX-AD-1                 0            0      N/A
compute            gpu2-core-count-reservable                           ZyrR:PHX-AD-2               100            0     0.0%
compute            gpu2-core-count-reservable                           ZyrR:PHX-AD-3                 0            0      N/A
compute            gpu2-count                                           ZyrR:PHX-AD-1                 0            0      N/A
compute            gpu2-count                                           ZyrR:PHX-AD-2                 0            0      N/A
compute            gpu2-count                                           ZyrR:PHX-AD-3                 0            0      N/A
compute            gpu2-reserved-count                                  ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            gpu2-reserved-count                                  ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            gpu2-reserved-count                                  ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            gpu3-core-count-reservable                           ZyrR:PHX-AD-1                 0            0      N/A
compute            gpu3-core-count-reservable                           ZyrR:PHX-AD-2               100            0     0.0%
compute            gpu3-core-count-reservable                           ZyrR:PHX-AD-3                 0            0      N/A
compute            gpu3-count                                           ZyrR:PHX-AD-1                 0            0      N/A
compute            gpu3-count                                           ZyrR:PHX-AD-2                 0            0      N/A
compute            gpu3-count                                           ZyrR:PHX-AD-3                 0            0      N/A
compute            gpu3-reserved-count                                  ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            gpu3-reserved-count                                  ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            gpu3-reserved-count                                  ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            gpu4-core-count-reservable                           ZyrR:PHX-AD-1                 0            0      N/A
compute            gpu4-core-count-reservable                           ZyrR:PHX-AD-2                 0            0      N/A
compute            gpu4-core-count-reservable                           ZyrR:PHX-AD-3                 0            0      N/A
compute            gpu4-count                                           ZyrR:PHX-AD-1                 0            0      N/A
compute            gpu4-count                                           ZyrR:PHX-AD-2                 0            0      N/A
compute            gpu4-count                                           ZyrR:PHX-AD-3                 0            0      N/A
compute            gpu4-reserved-count                                  ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            gpu4-reserved-count                                  ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            gpu4-reserved-count                                  ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            high-io1-core-count                                  ZyrR:PHX-AD-1                 0            0      N/A
compute            high-io1-core-count                                  ZyrR:PHX-AD-2                 0            0      N/A
compute            high-io1-core-count                                  ZyrR:PHX-AD-3                 0            0      N/A
compute            high-io1-core-count-reservable                       ZyrR:PHX-AD-1                 0            0      N/A
compute            high-io1-core-count-reservable                       ZyrR:PHX-AD-2                 0            0      N/A
compute            high-io1-core-count-reservable                       ZyrR:PHX-AD-3                 0            0      N/A
compute            high-io1-core-reserved-count                         ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            high-io1-core-reserved-count                         ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            high-io1-core-reserved-count                         ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            hpc-e5-core-count                                    ZyrR:PHX-AD-1                 0            0      N/A
compute            hpc-e5-core-count                                    ZyrR:PHX-AD-2                 0            0      N/A
compute            hpc-e5-core-count                                    ZyrR:PHX-AD-3                 0            0      N/A
compute            hpc-e5-core-count-reservable                         ZyrR:PHX-AD-1                 0            0      N/A
compute            hpc-e5-core-count-reservable                         ZyrR:PHX-AD-2                 0            0      N/A
compute            hpc-e5-core-count-reservable                         ZyrR:PHX-AD-3                 0            0      N/A
compute            hpc-e5-core-reserved-count                           ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            hpc-e5-core-reserved-count                           ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            hpc-e5-core-reserved-count                           ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            hpc2-core-count                                      ZyrR:PHX-AD-1             1,500            0     0.0%
compute            hpc2-core-count                                      ZyrR:PHX-AD-2             1,500            0     0.0%
compute            hpc2-core-count                                      ZyrR:PHX-AD-3                 0            0      N/A
compute            hpc2-core-count-reservable                           ZyrR:PHX-AD-1             1,500            0     0.0%
compute            hpc2-core-count-reservable                           ZyrR:PHX-AD-2             1,500            0     0.0%
compute            hpc2-core-count-reservable                           ZyrR:PHX-AD-3                 0            0      N/A
compute            hpc2-core-reserved-count                             ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            hpc2-core-reserved-count                             ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            hpc2-core-reserved-count                             ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            optimized3-core-count                                ZyrR:PHX-AD-1             1,500            0     0.0%
compute            optimized3-core-count                                ZyrR:PHX-AD-2             1,500            0     0.0%
compute            optimized3-core-count                                ZyrR:PHX-AD-3             1,500            0     0.0%
compute            optimized3-core-count-reservable                     ZyrR:PHX-AD-1             1,500            0     0.0%
compute            optimized3-core-count-reservable                     ZyrR:PHX-AD-2             1,500            0     0.0%
compute            optimized3-core-count-reservable                     ZyrR:PHX-AD-3             1,500            0     0.0%
compute            optimized3-core-reserved-count                       ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            optimized3-core-reserved-count                       ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            optimized3-core-reserved-count                       ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            optimized3-memory-count                              ZyrR:PHX-AD-1            21,000            0     0.0%
compute            optimized3-memory-count                              ZyrR:PHX-AD-2            21,000            0     0.0%
compute            optimized3-memory-count                              ZyrR:PHX-AD-3            21,000            0     0.0%
compute            optimized3-memory-count-reservable                   ZyrR:PHX-AD-1            21,000            0     0.0%
compute            optimized3-memory-count-reservable                   ZyrR:PHX-AD-2            21,000            0     0.0%
compute            optimized3-memory-count-reservable                   ZyrR:PHX-AD-3            21,000            0     0.0%
compute            optimized3-memory-reserved-count                     ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            optimized3-memory-reserved-count                     ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            optimized3-memory-reserved-count                     ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-a1-core-count                               ZyrR:PHX-AD-1             2,000            0     0.0%
compute            standard-a1-core-count                               ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard-a1-core-count                               ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard-a1-core-count-reservable                    ZyrR:PHX-AD-1             2,000            0     0.0%
compute            standard-a1-core-count-reservable                    ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard-a1-core-count-reservable                    ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard-a1-core-regional-count                      REGION              100,000,000            0     0.0%
compute            standard-a1-core-reserved-count                      ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-a1-core-reserved-count                      ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-a1-core-reserved-count                      ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-a1-memory-count                             ZyrR:PHX-AD-1            12,800            0     0.0%
compute            standard-a1-memory-count                             ZyrR:PHX-AD-2            12,800            0     0.0%
compute            standard-a1-memory-count                             ZyrR:PHX-AD-3            12,800            0     0.0%
compute            standard-a1-memory-count-reservable                  ZyrR:PHX-AD-1            12,800            0     0.0%
compute            standard-a1-memory-count-reservable                  ZyrR:PHX-AD-2            12,800            0     0.0%
compute            standard-a1-memory-count-reservable                  ZyrR:PHX-AD-3            12,800            0     0.0%
compute            standard-a1-memory-regional-count                    REGION              100,000,000            0     0.0%
compute            standard-a1-memory-reserved-count                    ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-a1-memory-reserved-count                    ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-a1-memory-reserved-count                    ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-a2-core-count                               ZyrR:PHX-AD-1             1,000            0     0.0%
compute            standard-a2-core-count                               ZyrR:PHX-AD-2             1,000            0     0.0%
compute            standard-a2-core-count                               ZyrR:PHX-AD-3             1,000            0     0.0%
compute            standard-a2-core-count-reservable                    ZyrR:PHX-AD-1             7,500            0     0.0%
compute            standard-a2-core-count-reservable                    ZyrR:PHX-AD-2             7,500            0     0.0%
compute            standard-a2-core-count-reservable                    ZyrR:PHX-AD-3             7,500            0     0.0%
compute            standard-a2-core-regional-count                      REGION              500,000,000            0     0.0%
compute            standard-a2-core-reserved-count                      ZyrR:PHX-AD-1       500,000,000            0     0.0%
compute            standard-a2-core-reserved-count                      ZyrR:PHX-AD-2       500,000,000            0     0.0%
compute            standard-a2-core-reserved-count                      ZyrR:PHX-AD-3       500,000,000            0     0.0%
compute            standard-a2-memory-count                             ZyrR:PHX-AD-1            12,800            0     0.0%
compute            standard-a2-memory-count                             ZyrR:PHX-AD-2            12,800            0     0.0%
compute            standard-a2-memory-count                             ZyrR:PHX-AD-3            12,800            0     0.0%
compute            standard-a2-memory-count-reservable                  ZyrR:PHX-AD-1            90,000            0     0.0%
compute            standard-a2-memory-count-reservable                  ZyrR:PHX-AD-2            90,000            0     0.0%
compute            standard-a2-memory-count-reservable                  ZyrR:PHX-AD-3            90,000            0     0.0%
compute            standard-a2-memory-regional-count                    REGION             1,000,000,000            0     0.0%
compute            standard-a2-memory-reserved-count                    ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-a2-memory-reserved-count                    ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-a2-memory-reserved-count                    ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-a4-core-count                               ZyrR:PHX-AD-1               600            0     0.0%
compute            standard-a4-core-count                               ZyrR:PHX-AD-2               600            0     0.0%
compute            standard-a4-core-count                               ZyrR:PHX-AD-3               600            0     0.0%
compute            standard-a4-core-count-reservable                    ZyrR:PHX-AD-1                 0            0      N/A
compute            standard-a4-core-count-reservable                    ZyrR:PHX-AD-2                 0            0      N/A
compute            standard-a4-core-count-reservable                    ZyrR:PHX-AD-3                 0            0      N/A
compute            standard-a4-core-reserved-count                      ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-a4-core-reserved-count                      ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-a4-core-reserved-count                      ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-a4-memory-count                             ZyrR:PHX-AD-1             4,800            0     0.0%
compute            standard-a4-memory-count                             ZyrR:PHX-AD-2             4,800            0     0.0%
compute            standard-a4-memory-count                             ZyrR:PHX-AD-3             4,800            0     0.0%
compute            standard-a4-memory-count-reservable                  ZyrR:PHX-AD-1                 0            0      N/A
compute            standard-a4-memory-count-reservable                  ZyrR:PHX-AD-2                 0            0      N/A
compute            standard-a4-memory-count-reservable                  ZyrR:PHX-AD-3                 0            0      N/A
compute            standard-a4-memory-reserved-count                    ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-a4-memory-reserved-count                    ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-a4-memory-reserved-count                    ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-b1-core-count                               ZyrR:PHX-AD-1               220            0     0.0%
compute            standard-b1-core-count                               ZyrR:PHX-AD-2               220            0     0.0%
compute            standard-b1-core-count                               ZyrR:PHX-AD-3               220            0     0.0%
compute            standard-b1-core-count-reservable                    ZyrR:PHX-AD-1               220            0     0.0%
compute            standard-b1-core-count-reservable                    ZyrR:PHX-AD-2               220            0     0.0%
compute            standard-b1-core-count-reservable                    ZyrR:PHX-AD-3               220            0     0.0%
compute            standard-b1-core-reserved-count                      ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-b1-core-reserved-count                      ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-b1-core-reserved-count                      ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-e2-core-count                               ZyrR:PHX-AD-1             2,000            0     0.0%
compute            standard-e2-core-count                               ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard-e2-core-count                               ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard-e2-core-count-reservable                    ZyrR:PHX-AD-1             2,000            0     0.0%
compute            standard-e2-core-count-reservable                    ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard-e2-core-count-reservable                    ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard-e2-core-reserved-count                      ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-e2-core-reserved-count                      ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-e2-core-reserved-count                      ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-e2-micro-core-count                         ZyrR:PHX-AD-1                 0            0      N/A
compute            standard-e2-micro-core-count                         ZyrR:PHX-AD-2                 0            0      N/A
compute            standard-e2-micro-core-count                         ZyrR:PHX-AD-3                 0            0      N/A
compute            standard-e3-core-ad-count                            ZyrR:PHX-AD-1             2,000            0     0.0%
compute            standard-e3-core-ad-count                            ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard-e3-core-ad-count                            ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard-e3-core-count-reservable                    ZyrR:PHX-AD-1             2,000            0     0.0%
compute            standard-e3-core-count-reservable                    ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard-e3-core-count-reservable                    ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard-e3-core-reserved-count                      ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-e3-core-reserved-count                      ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-e3-core-reserved-count                      ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-e3-memory-count                             ZyrR:PHX-AD-1            32,000            0     0.0%
compute            standard-e3-memory-count                             ZyrR:PHX-AD-2            32,000            0     0.0%
compute            standard-e3-memory-count                             ZyrR:PHX-AD-3            32,000            0     0.0%
compute            standard-e3-memory-count-reservable                  ZyrR:PHX-AD-1            32,000            0     0.0%
compute            standard-e3-memory-count-reservable                  ZyrR:PHX-AD-2            32,000            0     0.0%
compute            standard-e3-memory-count-reservable                  ZyrR:PHX-AD-3            32,000            0     0.0%
compute            standard-e3-memory-reserved-count                    ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-e3-memory-reserved-count                    ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-e3-memory-reserved-count                    ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-e4-core-count                               ZyrR:PHX-AD-1             2,000           14     0.7%
compute            standard-e4-core-count                               ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard-e4-core-count                               ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard-e4-core-count-reservable                    ZyrR:PHX-AD-1             2,000            0     0.0%
compute            standard-e4-core-count-reservable                    ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard-e4-core-count-reservable                    ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard-e4-core-reserved-count                      ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-e4-core-reserved-count                      ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-e4-core-reserved-count                      ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-e4-memory-count                             ZyrR:PHX-AD-1            32,000          208     0.7%
compute            standard-e4-memory-count                             ZyrR:PHX-AD-2            32,000            0     0.0%
compute            standard-e4-memory-count                             ZyrR:PHX-AD-3            32,000            0     0.0%
compute            standard-e4-memory-count-reservable                  ZyrR:PHX-AD-1            32,000            0     0.0%
compute            standard-e4-memory-count-reservable                  ZyrR:PHX-AD-2            32,000            0     0.0%
compute            standard-e4-memory-count-reservable                  ZyrR:PHX-AD-3            32,000            0     0.0%
compute            standard-e4-memory-reserved-count                    ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-e4-memory-reserved-count                    ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-e4-memory-reserved-count                    ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-e5-core-count                               ZyrR:PHX-AD-1             2,000           23     1.1%
compute            standard-e5-core-count                               ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard-e5-core-count                               ZyrR:PHX-AD-3             2,000            4     0.2%
compute            standard-e5-core-count-reservable                    ZyrR:PHX-AD-1             2,000            0     0.0%
compute            standard-e5-core-count-reservable                    ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard-e5-core-count-reservable                    ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard-e5-core-reserved-count                      ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-e5-core-reserved-count                      ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-e5-core-reserved-count                      ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-e5-memory-count                             ZyrR:PHX-AD-1            24,000          216     0.9%
compute            standard-e5-memory-count                             ZyrR:PHX-AD-2            24,000            0     0.0%
compute            standard-e5-memory-count                             ZyrR:PHX-AD-3            24,000           64     0.3%
compute            standard-e5-memory-count-reservable                  ZyrR:PHX-AD-1            24,000            0     0.0%
compute            standard-e5-memory-count-reservable                  ZyrR:PHX-AD-2            24,000            0     0.0%
compute            standard-e5-memory-count-reservable                  ZyrR:PHX-AD-3            24,000            0     0.0%
compute            standard-e5-memory-reserved-count                    ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-e5-memory-reserved-count                    ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-e5-memory-reserved-count                    ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-e5t-lm-v2-core-count                        ZyrR:PHX-AD-1                 0            0      N/A
compute            standard-e5t-lm-v2-core-count                        ZyrR:PHX-AD-2                 0            0      N/A
compute            standard-e5t-lm-v2-core-count                        ZyrR:PHX-AD-3                 0            0      N/A
compute            standard-e5t-lm-v2-memory-count                      ZyrR:PHX-AD-1                 0            0      N/A
compute            standard-e5t-lm-v2-memory-count                      ZyrR:PHX-AD-2                 0            0      N/A
compute            standard-e5t-lm-v2-memory-count                      ZyrR:PHX-AD-3                 0            0      N/A
compute            standard-e6-core-count                               ZyrR:PHX-AD-1               384            0     0.0%
compute            standard-e6-core-count                               ZyrR:PHX-AD-2               384            0     0.0%
compute            standard-e6-core-count                               ZyrR:PHX-AD-3               384            0     0.0%
compute            standard-e6-core-count-reservable                    ZyrR:PHX-AD-1               384            0     0.0%
compute            standard-e6-core-count-reservable                    ZyrR:PHX-AD-2               384            0     0.0%
compute            standard-e6-core-count-reservable                    ZyrR:PHX-AD-3               384            0     0.0%
compute            standard-e6-core-reserved-count                      ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-e6-core-reserved-count                      ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-e6-core-reserved-count                      ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard-e6-memory-count                             ZyrR:PHX-AD-1             4,608            0     0.0%
compute            standard-e6-memory-count                             ZyrR:PHX-AD-2             4,608            0     0.0%
compute            standard-e6-memory-count                             ZyrR:PHX-AD-3             4,608            0     0.0%
compute            standard-e6-memory-count-reservable                  ZyrR:PHX-AD-1             4,608            0     0.0%
compute            standard-e6-memory-count-reservable                  ZyrR:PHX-AD-2             4,608            0     0.0%
compute            standard-e6-memory-count-reservable                  ZyrR:PHX-AD-3             4,608            0     0.0%
compute            standard-e6-memory-reserved-count                    ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard-e6-memory-reserved-count                    ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard-e6-memory-reserved-count                    ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard1-core-count                                 ZyrR:PHX-AD-1             2,000            0     0.0%
compute            standard1-core-count                                 ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard1-core-count                                 ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard1-core-count-reservable                      ZyrR:PHX-AD-1             2,000            0     0.0%
compute            standard1-core-count-reservable                      ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard1-core-count-reservable                      ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard1-core-reserved-count                        ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard1-core-reserved-count                        ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard1-core-reserved-count                        ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard2-core-count                                 ZyrR:PHX-AD-1             2,000            0     0.0%
compute            standard2-core-count                                 ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard2-core-count                                 ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard2-core-count-reservable                      ZyrR:PHX-AD-1             2,000            0     0.0%
compute            standard2-core-count-reservable                      ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard2-core-count-reservable                      ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard2-core-reserved-count                        ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard2-core-reserved-count                        ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard2-core-reserved-count                        ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard3-core-count                                 ZyrR:PHX-AD-1             2,000           64     3.2%
compute            standard3-core-count                                 ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard3-core-count                                 ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard3-core-count-reservable                      ZyrR:PHX-AD-1             2,000            0     0.0%
compute            standard3-core-count-reservable                      ZyrR:PHX-AD-2             2,000            0     0.0%
compute            standard3-core-count-reservable                      ZyrR:PHX-AD-3             2,000            0     0.0%
compute            standard3-core-reserved-count                        ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard3-core-reserved-count                        ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard3-core-reserved-count                        ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            standard3-memory-count                               ZyrR:PHX-AD-1            32,000        1,024     3.2%
compute            standard3-memory-count                               ZyrR:PHX-AD-2            32,000            0     0.0%
compute            standard3-memory-count                               ZyrR:PHX-AD-3            32,000            0     0.0%
compute            standard3-memory-count-reservable                    ZyrR:PHX-AD-1            32,000            0     0.0%
compute            standard3-memory-count-reservable                    ZyrR:PHX-AD-2            32,000            0     0.0%
compute            standard3-memory-count-reservable                    ZyrR:PHX-AD-3            32,000            0     0.0%
compute            standard3-memory-reserved-count                      ZyrR:PHX-AD-1      1,000,000,000            0     0.0%
compute            standard3-memory-reserved-count                      ZyrR:PHX-AD-2      1,000,000,000            0     0.0%
compute            standard3-memory-reserved-count                      ZyrR:PHX-AD-3      1,000,000,000            0     0.0%
compute            vm-dense-io1-16-count                                ZyrR:PHX-AD-1                 0            0      N/A
compute            vm-dense-io1-16-count                                ZyrR:PHX-AD-2                 0            0      N/A
compute            vm-dense-io1-16-count                                ZyrR:PHX-AD-3                 0            0      N/A
compute            vm-dense-io1-4-count                                 ZyrR:PHX-AD-1                 0            0      N/A
compute            vm-dense-io1-4-count                                 ZyrR:PHX-AD-2                 0            0      N/A
compute            vm-dense-io1-4-count                                 ZyrR:PHX-AD-3                 0            0      N/A
compute            vm-dense-io1-8-count                                 ZyrR:PHX-AD-1                 0            0      N/A
compute            vm-dense-io1-8-count                                 ZyrR:PHX-AD-2                 0            0      N/A
compute            vm-dense-io1-8-count                                 ZyrR:PHX-AD-3                 0            0      N/A
compute            vm-dense-io2-16-count                                ZyrR:PHX-AD-1               125            0     0.0%
compute            vm-dense-io2-16-count                                ZyrR:PHX-AD-2               125            0     0.0%
compute            vm-dense-io2-16-count                                ZyrR:PHX-AD-3               125            0     0.0%
compute            vm-dense-io2-24-count                                ZyrR:PHX-AD-1                83            0     0.0%
compute            vm-dense-io2-24-count                                ZyrR:PHX-AD-2                83            0     0.0%
compute            vm-dense-io2-24-count                                ZyrR:PHX-AD-3                83            0     0.0%
compute            vm-dense-io2-8-count                                 ZyrR:PHX-AD-1               250            0     0.0%
compute            vm-dense-io2-8-count                                 ZyrR:PHX-AD-2               250            0     0.0%
compute            vm-dense-io2-8-count                                 ZyrR:PHX-AD-3               250            0     0.0%
compute            vm-gpu2-1-count                                      ZyrR:PHX-AD-1                 0            0      N/A
compute            vm-gpu2-1-count                                      ZyrR:PHX-AD-2                 0            0      N/A
compute            vm-gpu2-1-count                                      ZyrR:PHX-AD-3                 0            0      N/A
compute            vm-gpu3-1-count                                      ZyrR:PHX-AD-1                 0            0      N/A
compute            vm-gpu3-1-count                                      ZyrR:PHX-AD-2                 0            0      N/A
compute            vm-gpu3-1-count                                      ZyrR:PHX-AD-3                 0            0      N/A
compute            vm-gpu3-2-count                                      ZyrR:PHX-AD-1                 0            0      N/A
compute            vm-gpu3-2-count                                      ZyrR:PHX-AD-2                 0            0      N/A
compute            vm-gpu3-2-count                                      ZyrR:PHX-AD-3                 0            0      N/A
compute            vm-gpu3-4-count                                      ZyrR:PHX-AD-1                 0            0      N/A
compute            vm-gpu3-4-count                                      ZyrR:PHX-AD-2                 0            0      N/A
compute            vm-gpu3-4-count                                      ZyrR:PHX-AD-3                 0            0      N/A
compute            vm-standard-b1-1                                     ZyrR:PHX-AD-1               220            0     0.0%
compute            vm-standard-b1-1                                     ZyrR:PHX-AD-2               220            0     0.0%
compute            vm-standard-b1-1                                     ZyrR:PHX-AD-3               220            0     0.0%
compute            vm-standard-b1-16                                    ZyrR:PHX-AD-1                13            0     0.0%
compute            vm-standard-b1-16                                    ZyrR:PHX-AD-2                13            0     0.0%
compute            vm-standard-b1-16                                    ZyrR:PHX-AD-3                13            0     0.0%
compute            vm-standard-b1-2                                     ZyrR:PHX-AD-1               110            0     0.0%
compute            vm-standard-b1-2                                     ZyrR:PHX-AD-2               110            0     0.0%
compute            vm-standard-b1-2                                     ZyrR:PHX-AD-3               110            0     0.0%
compute            vm-standard-b1-4                                     ZyrR:PHX-AD-1                55            0     0.0%
compute            vm-standard-b1-4                                     ZyrR:PHX-AD-2                55            0     0.0%
compute            vm-standard-b1-4                                     ZyrR:PHX-AD-3                55            0     0.0%
compute            vm-standard-b1-8                                     ZyrR:PHX-AD-1                27            0     0.0%
compute            vm-standard-b1-8                                     ZyrR:PHX-AD-2                27            0     0.0%
compute            vm-standard-b1-8                                     ZyrR:PHX-AD-3                27            0     0.0%
compute            vm-standard-e2-1-count                               ZyrR:PHX-AD-1             2,000            0     0.0%
compute            vm-standard-e2-1-count                               ZyrR:PHX-AD-2             2,000            0     0.0%
compute            vm-standard-e2-1-count                               ZyrR:PHX-AD-3             2,000            0     0.0%
compute            vm-standard-e2-1-micro-count                         ZyrR:PHX-AD-1                 0            0      N/A
compute            vm-standard-e2-1-micro-count                         ZyrR:PHX-AD-2                 0            0      N/A
compute            vm-standard-e2-1-micro-count                         ZyrR:PHX-AD-3                 0            0      N/A
compute            vm-standard-e2-2-count                               ZyrR:PHX-AD-1             1,000            0     0.0%
